slug,name,programming_kind,technical,load,overall,recommended_age_min,attention_demand,source,notes
rope-hand-over-hand-sled-pull-strength,"Rope Hand-over-Hand Sled Pull",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
tire-flip-strength,"Tire Flip",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
tire-drag-strength,"Tire Drag",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
tire-deadlift-strength,"Tire Deadlift",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
atlas-stone-d-ball-deadlift-strength,"Atlas Stone / D-Ball Deadlift",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
atlas-stone-d-ball-lap-squat-strength,"Atlas Stone / D-Ball Lap Squat",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
atlas-stone-d-ball-bear-hug-carry-strength,"Atlas Stone / D-Ball Bear-Hug Carry",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
atlas-stone-d-ball-shoulder-load-to-platform-strength,"Atlas Stone / D-Ball Shoulder Load to Platform",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
yoke-carry-strength,"Yoke Carry",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
jerry-can-farmer-carry-strength,"Jerry Can Farmer Carry",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
weighted-vest-push-up-strength,"Weighted Vest Push-Up",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
weighted-vest-pull-up-strength,"Weighted Vest Pull-Up",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
strict-ring-dip-strength,"Strict Ring Dip",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
feet-elevated-ring-row-strength,"Feet-Elevated Ring Row",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
rope-climb-with-foot-lock-strength,"Rope Climb with Foot Lock",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
band-resisted-squat,"Band-Resisted Squat",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
bodyweight-box-squat,"Bodyweight Box Squat",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
bodyweight-lateral-lunge,"Bodyweight Lateral Lunge",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
assisted-single-leg-squat-to-box,"Assisted Single-Leg Squat to Box",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
bodyweight-hip-hinge-good-morning,"Bodyweight Hip Hinge Good Morning",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
banded-good-morning,"Banded Good Morning",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
bodyweight-single-leg-rdl-reach,"Bodyweight Single-Leg RDL Reach",exercise,6,1,6,6,moderate,reviewed,"Workout exercise — load 1/10, technical 6/10"
band-hip-thrust,"Band Hip Thrust",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
bodyweight-glute-bridge,"Bodyweight Glute Bridge",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
banded-hamstring-curl,"Banded Hamstring Curl",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
banded-terminal-knee-extension,"Banded Terminal Knee Extension",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
band-chest-press,"Band Chest Press",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
half-kneeling-band-overhead-press,"Half-Kneeling Band Overhead Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
band-triceps-pressdown,"Band Triceps Pressdown",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
band-row,"Band Row",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
split-stance-band-row,"Split-Stance Band Row",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
band-lat-pulldown,"Band Lat Pulldown",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
band-face-pull,"Band Face Pull",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
band-pull-apart,"Band Pull-Apart",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
band-straight-arm-pulldown,"Band Straight-Arm Pulldown",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
chin-up-isometric-hold,"Chin-Up Isometric Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
active-dead-hang,"Active Dead Hang",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
bear-crawl-hold,"Bear Crawl Hold",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
band-pallof-press,"Band Pallof Press",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
half-kneeling-pallof-press,"Half-Kneeling Pallof Press",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
band-anti-rotation-walkout,"Band Anti-Rotation Walkout",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
band-resisted-dead-bug-pullover,"Band-Resisted Dead Bug Pullover",skill_drill,4,1,4,,low,reviewed,"Skill drill — gates on class/athlete level (BEGINNER)"
tall-kneeling-band-chop,"Tall-Kneeling Band Chop",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
half-kneeling-t-spine-rotation-reach,"Half-Kneeling T-Spine Rotation Reach",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
open-book-t-spine-rotation,"Open Book T-Spine Rotation",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
adductor-rock-back-with-t-spine-reach,"Adductor Rock-Back with T-Spine Reach",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
half-kneeling-hip-flexor-reach,"Half-Kneeling Hip Flexor Reach",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
throwing-athlete-wall-slide-with-lift-off,"Wall Slide with Lift-Off",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
serratus-foam-roller-wall-slide,"Serratus Foam-Roller Wall Slide",exercise,2,1,2,6,low,reviewed,"Workout exercise — load 1/10, technical 2/10"
quadruped-scapular-clock,"Quadruped Scapular Clock",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
band-pull-apart-to-w,"Band Pull-Apart to W",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
band-ninety-ninety-external-rotation-activation,"Band 90/90 External Rotation Activation",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
dead-bug-pullover-with-exhale,"Dead Bug Pullover with Exhale",skill_drill,4,1,4,,low,reviewed,"Skill drill — gates on class/athlete level (BEGINNER)"
standing-medicine-ball-scoop-toss,"Standing Medicine Ball Scoop Toss",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
step-behind-rotational-medicine-ball-throw,"Step-Behind Rotational Medicine Ball Throw",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
shuffle-to-rotational-medicine-ball-throw,"Shuffle-to-Rotational Medicine Ball Throw",exercise,4,4,4,10,low,reviewed,"Workout exercise — load 4/10, technical 4/10"
split-stance-medicine-ball-shot-put-pass,"Split-Stance Medicine Ball Shot-Put Pass",exercise,3,4,4,10,low,reviewed,"Workout exercise — load 4/10, technical 3/10"
throwing-athlete-kneeling-medicine-ball-chest-pass,"Kneeling Medicine Ball Chest Pass",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
tall-kneeling-overhead-medicine-ball-slam,"Tall-Kneeling Overhead Medicine Ball Slam",exercise,3,4,4,10,low,reviewed,"Workout exercise — load 4/10, technical 3/10"
medicine-ball-rebound-slam-to-catch,"Medicine Ball Rebound Slam to Catch",exercise,3,4,4,10,low,reviewed,"Workout exercise — load 4/10, technical 3/10"
countermovement-medicine-ball-scoop-toss,"Countermovement Medicine Ball Scoop Toss",exercise,3,4,4,10,low,reviewed,"Workout exercise — load 4/10, technical 3/10"
lateral-bound-to-rotational-throw,"Lateral Bound to Rotational Throw",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
partner-reactive-medicine-ball-toss-and-relocate,"Partner Reactive Medicine Ball Toss and Relocate",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
throwing-athlete-trap-bar-deadlift,"Trap Bar Deadlift",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
throwing-athlete-front-squat,"Front Squat",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
throwing-athlete-rear-foot-elevated-split-squat,"Rear-Foot-Elevated Split Squat",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
lateral-lunge,"Lateral Lunge",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
throwing-athlete-single-leg-romanian-deadlift,"Single-Leg Romanian Deadlift",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
hip-thrust,"Hip Thrust",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
sled-push-acceleration,"Sled Push Acceleration",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
lateral-sled-drag,"Lateral Sled Drag",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
10-yard-sprint-start,"10-Yard Sprint Start",exercise,4,1,4,7,low,reviewed,"Expert-reviewed override"
throwing-athlete-lateral-bound-to-stick,"Lateral Bound to Stick",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
throwing-athlete-pallof-press-iso-hold,"Pallof Press Iso Hold",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
half-kneeling-cable-lift,"Half-Kneeling Cable Lift",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
half-kneeling-cable-chop,"Half-Kneeling Cable Chop",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
landmine-anti-rotation-press,"Landmine Anti-Rotation Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
cable-anti-rotation-step-out,"Cable Anti-Rotation Step-Out",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
throwing-athlete-suitcase-carry,"Suitcase Carry",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
throwing-athlete-farmer-carry,"Farmer Carry",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
side-plank-row,"Side Plank Row",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
throwing-athlete-bird-dog-row,"Bird Dog Row",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
stir-the-pot-plank,"Stir-the-Pot Plank",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
prone-y-t-w-raise,"Prone Y-T-W Raise",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
face-pull-to-external-rotation,"Face Pull to External Rotation",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
cable-or-band-ninety-ninety-external-rotation,"Cable or Band 90/90 External Rotation",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
eccentric-band-external-rotation,"Eccentric Band External Rotation",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
band-shoulder-internal-rotation-decel-control,"Band Shoulder Internal Rotation Decel Control",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
bottoms-up-kettlebell-carry,"Bottoms-Up Kettlebell Carry",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
landmine-press,"Landmine Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
chin-up-or-assisted-chin-up,"Chin-Up or Assisted Chin-Up",exercise,2,1,2,6,low,reviewed,"Workout exercise — load 1/10, technical 2/10"
wrist-pronation-supination-hammer-control,"Wrist Pronation-Supination Hammer Control",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
forearm-flexor-extensor-eccentric,"Forearm Flexor/Extensor Eccentric",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
split-squat-jump-to-stick,"Split-Squat Jump to Stick",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
approach-jump-penultimate-stick,"Approach Jump Penultimate Stick",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
lateral-line-pogo,"Lateral Line Pogo",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
jump-rope-low-bounce,"Jump Rope Low Bounce",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
wall-ankling-pogo,"Wall Ankling Pogo",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
repeat-vertical-jump-tall-posture,"Repeat Vertical Jump Tall Posture",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
countermovement-jump-rebound,"Countermovement Jump Rebound",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
low-hurdle-hop-to-stick,"Low Hurdle Hop to Stick",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
low-hurdle-pogo-continuous,"Low Hurdle Pogo Continuous",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
continuous-low-hurdle-hop,"Continuous Low Hurdle Hop",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
depth-drop-to-vertical-rebound,"Depth Drop to Vertical Rebound",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
depth-jump-to-rebound,"Depth Jump to Rebound",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
penultimate-step-pop-up,"Penultimate Step Pop-Up",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
two-step-rim-touch,"Two-Step Rim Touch",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
volleyball-block-jump,"Volleyball Block Jump",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
volleyball-approach-jump,"Volleyball Approach Jump",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
high-jump-takeoff-pop-up,"High-Jump Takeoff Pop-Up",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
scissor-jump-takeoff-drill,"Scissor Jump Takeoff Drill",skill_drill,8,1,8,,high,reviewed,"Skill drill — gates on class/athlete level (ADVANCED)"
alternating-bounds-for-height,"Alternating Bounds for Height",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
acceleration-pogo-run-in-to-vertical-jump,"Acceleration Pogo Run-In to Vertical Jump",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
trap-bar-jump,"Trap-Bar Jump",exercise,4,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 4/10"
loaded-squat-jump,"Loaded Squat Jump",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
band-assisted-overspeed-jump,"Band-Assisted Overspeed Jump",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
standing-calf-raise-isometric-hold,"Standing Calf Raise Isometric Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
half-kneeling-one-arm-landmine-press,"Half-Kneeling One-Arm Landmine Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
tall-kneeling-one-arm-landmine-press,"Tall-Kneeling One-Arm Landmine Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
split-stance-one-arm-landmine-press,"Split-Stance One-Arm Landmine Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
square-stance-one-arm-landmine-press,"Square-Stance One-Arm Landmine Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
one-arm-landmine-push-press,"One-Arm Landmine Push Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
one-arm-landmine-split-jerk,"One-Arm Landmine Split Jerk",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
one-arm-landmine-floor-press,"One-Arm Landmine Floor Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
one-arm-landmine-z-press,"One-Arm Landmine Z-Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
one-arm-landmine-arc-press,"One-Arm Landmine Arc Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
one-arm-eccentric-landmine-press,"One-Arm Eccentric Landmine Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
two-hand-landmine-press,"Two-Hand Landmine Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
two-hand-landmine-push-press,"Two-Hand Landmine Push Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
landmine-squat-to-press,"Landmine Squat-to-Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
landmine-front-squat,"Landmine Front Squat",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
landmine-hack-squat,"Landmine Hack Squat",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
landmine-split-squat,"Landmine Split Squat",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
landmine-reverse-lunge-to-press,"Landmine Reverse Lunge to Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
landmine-cossack-squat,"Landmine Cossack Squat",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
landmine-romanian-deadlift,"Landmine Romanian Deadlift",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
landmine-sumo-deadlift,"Landmine Sumo Deadlift",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
landmine-full-contact-twist,"Landmine Full-Contact Twist",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
landmine-180-rotation,"Landmine 180 Rotation",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
landmine-anti-rotation-press-out,"Landmine Anti-Rotation Press-Out",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
half-kneeling-landmine-anti-rotation-press,"Half-Kneeling Landmine Anti-Rotation Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
tall-kneeling-landmine-rainbow,"Tall-Kneeling Landmine Rainbow",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
landmine-around-the-world,"Landmine Around-the-World",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
landmine-clean-to-press,"Landmine Clean to Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
landmine-drop-step-rotational-press,"Landmine Drop-Step Rotational Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
landmine-split-stance-rotational-press,"Landmine Split-Stance Rotational Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
landmine-meadows-row,"Landmine Meadows Row",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
landmine-t-bar-row-with-v-handle,"Landmine T-Bar Row with V-Handle",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
one-arm-landmine-row,"One-Arm Landmine Row",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
two-hand-landmine-bent-over-row,"Two-Hand Landmine Bent-Over Row",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
landmine-suitcase-row,"Landmine Suitcase Row",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
landmine-row-with-hip-rotation,"Landmine Row with Hip Rotation",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
landmine-hinge-to-row,"Landmine Hinge-to-Row",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
landmine-gorilla-row,"Landmine Gorilla Row",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
landmine-romanian-deadlift-to-row,"Landmine Romanian Deadlift to Row",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
landmine-isometric-row-hold,"Landmine Isometric Row Hold",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
landmine-ball-grip-press,"Landmine Ball-Grip Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
landmine-ball-grip-rotational-press,"Landmine Ball-Grip Rotational Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
landmine-ball-grip-squat-to-press,"Landmine Ball-Grip Squat-to-Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
landmine-ball-grip-anti-rotation-hold,"Landmine Ball-Grip Anti-Rotation Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
landmine-ball-grip-row,"Landmine Ball-Grip Row",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
landmine-neutral-handle-press,"Landmine Neutral-Handle Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
landmine-neutral-handle-t-bar-row,"Landmine Neutral-Handle T-Bar Row",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
landmine-handle-grip-deadlift,"Landmine Handle-Grip Deadlift",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
landmine-handle-grip-split-squat,"Landmine Handle-Grip Split Squat",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
landmine-handle-grip-rotational-row,"Landmine Handle-Grip Rotational Row",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
